activity_id,measurement_group_id,fc1_measurement_group_id,replicate_count,representation_count,measurement_representation_type,aggregation_method,aggregated_pEC50,aggregated_EC50_nM,canonical_molecule_id,parent_id,source_id,assay_id,assay_family,readout,cell_system,orthosteric_agonist,agonist_conc_or_ecxx,endpoint_type,endpoint_relation,potency_nM,pEC50,receptor_species,final_species_valid,final_identity_valid,potency_regression_eligible,unit_human_decision,row_human_decision,identity_decision,decision_provenance,divergent_duplicate_classification,divergent_duplicate_disposition,notes
ACT_25073841,MG00291,MG00291,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.3815,41.54,CM00534,PARENT0725,PMID_28197318,ASSY_CHEMBL5253757,calcium,PAM_functional_calcium,CHO,acetylcholine,EC20,EC50,=,41.4,7.383,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.38 (generic negative-log potency)
ACT_25073842,MG00116,MG00116,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.0726,84.61,CM00211,PARENT0726,PMID_28197318,ASSY_CHEMBL5253757,calcium,PAM_functional_calcium,CHO,acetylcholine,EC20,EC50,=,84.1,7.0752,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.08 (generic negative-log potency)
ACT_25073843,MG00102,MG00102,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.3613,43.52,CM00185,PARENT0727,PMID_28197318,ASSY_CHEMBL5253757,calcium,PAM_functional_calcium,CHO,acetylcholine,EC20,EC50,=,43.4,7.3625,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.36 (generic negative-log potency)
ACT_25073844,MG00470,MG00470,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.995,101.16,CM00864,PARENT0728,PMID_28197318,ASSY_CHEMBL5253757,calcium,PAM_functional_calcium,CHO,acetylcholine,EC20,EC50,=,100.0,7.0,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7 (generic negative-log potency)
ACT_25073845,MG00175,MG00175,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.6208,239.44,CM00329,PARENT0729,PMID_28197318,ASSY_CHEMBL5253757,calcium,PAM_functional_calcium,CHO,acetylcholine,EC20,EC50,=,239.0,6.6216,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.62 (generic negative-log potency)
ACT_25073846,MG00137,MG00137,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.8489,141.61,CM00249,PARENT0730,PMID_28197318,ASSY_CHEMBL5253757,calcium,PAM_functional_calcium,CHO,acetylcholine,EC20,EC50,=,142.0,6.8477,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.85 (generic negative-log potency)
ACT_25073847,MG00115,MG00115,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.2242,59.68,CM00210,PARENT0731,PMID_28197318,ASSY_CHEMBL5253757,calcium,PAM_functional_calcium,CHO,acetylcholine,EC20,EC50,=,59.1,7.2284,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.23 (generic negative-log potency)
ACT_25073849,MG00325,MG00325,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.2921,510.39,CM00598,PARENT0733,PMID_28197318,ASSY_CHEMBL5253757,calcium,PAM_functional_calcium,CHO,acetylcholine,EC20,EC50,=,508.0,6.2941,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.29 (generic negative-log potency)
ACT_25073850,MG00384,MG00384,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.2521,55.96,CM00706,PARENT0734,PMID_28197318,ASSY_CHEMBL5253757,calcium,PAM_functional_calcium,CHO,acetylcholine,EC20,EC50,=,55.7,7.2541,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.25 (generic negative-log potency)
ACT_25073851,MG00044,MG00044,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.888,129.42,CM00077,PARENT0307,PMID_28197318,ASSY_CHEMBL5253757,calcium,PAM_functional_calcium,CHO,acetylcholine,EC20,EC50,=,128.82,6.89,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.89 (generic negative-log potency)
ACT_25073852,MG00265,MG00265,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.0123,97.21,CM00479,PARENT0723,PMID_28197318,ASSY_CHEMBL5253757,calcium,PAM_functional_calcium,CHO,acetylcholine,EC20,EC50,=,97.72,7.01,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.01 (generic negative-log potency)
ACT_25073853,MG00385,MG00385,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.1017,79.12,CM00707,PARENT0463,PMID_28197318,ASSY_CHEMBL5253757,calcium,PAM_functional_calcium,CHO,acetylcholine,EC20,EC50,=,79.43,7.1,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.1 (generic negative-log potency)
ACT_25073854,MG00459,MG00459,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.0414,90.91,CM00845,PARENT0724,PMID_28197318,ASSY_CHEMBL5253757,calcium,PAM_functional_calcium,CHO,acetylcholine,EC20,EC50,=,91.2,7.04,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.04 (generic negative-log potency)
ACT_25073855,MG00291,MG00291,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.3815,41.54,CM00534,PARENT0725,PMID_28197318,ASSY_CHEMBL5253757,calcium,PAM_functional_calcium,CHO,acetylcholine,EC20,EC50,=,41.69,7.38,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.38 (generic negative-log potency)
ACT_25073856,MG00116,MG00116,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.0726,84.61,CM00211,PARENT0726,PMID_28197318,ASSY_CHEMBL5253757,calcium,PAM_functional_calcium,CHO,acetylcholine,EC20,EC50,=,85.11,7.07,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.07 (generic negative-log potency)
ACT_25073857,MG00102,MG00102,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.3613,43.52,CM00185,PARENT0727,PMID_28197318,ASSY_CHEMBL5253757,calcium,PAM_functional_calcium,CHO,acetylcholine,EC20,EC50,=,43.65,7.36,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.36 (generic negative-log potency)
ACT_25073858,MG00470,MG00470,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.995,101.16,CM00864,PARENT0728,PMID_28197318,ASSY_CHEMBL5253757,calcium,PAM_functional_calcium,CHO,acetylcholine,EC20,EC50,=,102.33,6.99,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.99 (generic negative-log potency)
ACT_25073859,MG00175,MG00175,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.6208,239.44,CM00329,PARENT0729,PMID_28197318,ASSY_CHEMBL5253757,calcium,PAM_functional_calcium,CHO,acetylcholine,EC20,EC50,=,239.88,6.62,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.62 (generic negative-log potency)
ACT_25073860,MG00137,MG00137,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.8489,141.61,CM00249,PARENT0730,PMID_28197318,ASSY_CHEMBL5253757,calcium,PAM_functional_calcium,CHO,acetylcholine,EC20,EC50,=,141.25,6.85,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.85 (generic negative-log potency)
ACT_25073861,MG00115,MG00115,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.2242,59.68,CM00210,PARENT0731,PMID_28197318,ASSY_CHEMBL5253757,calcium,PAM_functional_calcium,CHO,acetylcholine,EC20,EC50,=,60.26,7.22,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.22 (generic negative-log potency)
ACT_25073863,MG00325,MG00325,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.2921,510.39,CM00598,PARENT0733,PMID_28197318,ASSY_CHEMBL5253757,calcium,PAM_functional_calcium,CHO,acetylcholine,EC20,EC50,=,512.86,6.29,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.29 (generic negative-log potency)
ACT_25073864,MG00384,MG00384,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.2521,55.96,CM00706,PARENT0734,PMID_28197318,ASSY_CHEMBL5253757,calcium,PAM_functional_calcium,CHO,acetylcholine,EC20,EC50,=,56.23,7.25,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.25 (generic negative-log potency)
ACT_25844091,MG00197,MG00197,1,1,single,single,6.0531,884.91,CM00370,PARENT0735,PMID_38888621,ASSY_CHEMBL5504408,cAMP,PAM_functional_cAMP,HEK293,acetylcholine,EC20,EC50,=,885.0,6.0531,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.05 (generic negative-log potency)
ACT_25844092,MG00344,MG00344,1,1,single,single,7.3487,44.8,CM00639,PARENT0736,PMID_38888621,ASSY_CHEMBL5504408,cAMP,PAM_functional_cAMP,HEK293,acetylcholine,EC20,EC50,=,44.8,7.3487,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.35 (generic negative-log potency)
ACT_25844093,MG00323,MG00323,1,1,single,single,7.6038,24.9,CM00596,PARENT0737,PMID_38888621,ASSY_CHEMBL5504408,cAMP,PAM_functional_cAMP,HEK293,acetylcholine,EC20,EC50,=,24.9,7.6038,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.6 (generic negative-log potency)
ACT_25844094,MG00249,MG00249,1,1,single,single,6.7799,166.0,CM00453,PARENT0738,PMID_38888621,ASSY_CHEMBL5504408,cAMP,PAM_functional_cAMP,HEK293,acetylcholine,EC20,EC50,=,166.0,6.7799,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.78 (generic negative-log potency)
ACT_25844095,MG00363,MG00363,1,1,single,single,7.2916,51.1,CM00670,PARENT0739,PMID_38888621,ASSY_CHEMBL5504408,cAMP,PAM_functional_cAMP,HEK293,acetylcholine,EC20,EC50,=,51.1,7.2916,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.29 (generic negative-log potency)
ACT_25844096,MG00069,MG00069,1,1,single,single,7.4401,36.3,CM00120,PARENT0740,PMID_38888621,ASSY_CHEMBL5504408,cAMP,PAM_functional_cAMP,HEK293,acetylcholine,EC20,EC50,=,36.3,7.4401,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.44 (generic negative-log potency)
ACT_25844097,MG00181,MG00181,1,1,single,single,7.2013,62.91,CM00336,PARENT0741,PMID_38888621,ASSY_CHEMBL5504408,cAMP,PAM_functional_cAMP,HEK293,acetylcholine,EC20,EC50,=,62.9,7.2013,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.2 (generic negative-log potency)
ACT_25844098,MG00306,MG00306,1,1,single,single,7.0747,84.2,CM00565,PARENT0742,PMID_38888621,ASSY_CHEMBL5504408,cAMP,PAM_functional_cAMP,HEK293,acetylcholine,EC20,EC50,=,84.2,7.0747,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.08 (generic negative-log potency)
ACT_25844099,MG00464,MG00464,1,1,single,single,7.0477,89.6,CM00853,PARENT0743,PMID_38888621,ASSY_CHEMBL5504408,cAMP,PAM_functional_cAMP,HEK293,acetylcholine,EC20,EC50,=,89.6,7.0477,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.05 (generic negative-log potency)
ACT_25844100,MG00293,MG00293,1,1,single,single,5.9751,1059.01,CM00539,PARENT0744,PMID_38888621,ASSY_CHEMBL5504408,cAMP,PAM_functional_cAMP,HEK293,acetylcholine,EC20,EC50,=,1059.0,5.9751,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.97 (generic negative-log potency)
ACT_25844101,MG00079,MG00079,1,1,single,single,7.9136,12.2,CM00135,PARENT0745,PMID_38888621,ASSY_CHEMBL5504408,cAMP,PAM_functional_cAMP,HEK293,acetylcholine,EC20,EC50,=,12.2,7.9136,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.91 (generic negative-log potency)
ACT_25844102,MG00282,MG00282,1,1,single,single,7.7033,19.8,CM00514,PARENT0746,PMID_38888621,ASSY_CHEMBL5504408,cAMP,PAM_functional_cAMP,HEK293,acetylcholine,EC20,EC50,=,19.8,7.7033,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.7 (generic negative-log potency)
ACT_25844103,MG00456,MG00456,1,1,single,single,7.6162,24.2,CM00842,PARENT0747,PMID_38888621,ASSY_CHEMBL5504408,cAMP,PAM_functional_cAMP,HEK293,acetylcholine,EC20,EC50,=,24.2,7.6162,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.62 (generic negative-log potency)
ACT_25844104,MG00351,MG00351,1,1,single,single,7.3675,42.9,CM00648,PARENT0748,PMID_38888621,ASSY_CHEMBL5504408,cAMP,PAM_functional_cAMP,HEK293,acetylcholine,EC20,EC50,=,42.9,7.3675,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.37 (generic negative-log potency)
ACT_25844105,MG00361,MG00361,1,1,single,single,7.0888,81.51,CM00668,PARENT0749,PMID_38888621,ASSY_CHEMBL5504408,cAMP,PAM_functional_cAMP,HEK293,acetylcholine,EC20,EC50,=,81.5,7.0888,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.09 (generic negative-log potency)
ACT_25844106,MG00279,MG00279,1,1,single,single,6.5817,262.0,CM00508,PARENT0750,PMID_38888621,ASSY_CHEMBL5504408,cAMP,PAM_functional_cAMP,HEK293,acetylcholine,EC20,EC50,=,262.0,6.5817,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.58 (generic negative-log potency)
ACT_25844107,MG00356,MG00356,1,1,single,single,7.5528,28.0,CM00659,PARENT0751,PMID_38888621,ASSY_CHEMBL5504408,cAMP,PAM_functional_cAMP,HEK293,acetylcholine,EC20,EC50,=,28.0,7.5528,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.55 (generic negative-log potency)
ACT_25844108,MG00378,MG00378,1,1,single,single,6.9747,106.0,CM00694,PARENT0282,PMID_38888621,ASSY_CHEMBL5504408,cAMP,PAM_functional_cAMP,HEK293,acetylcholine,EC20,EC50,=,106.0,6.9747,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.97 (generic negative-log potency)
ACT_25844109,MG00229,MG00229,1,1,single,single,6.2233,598.0,CM00414,PARENT0232,PMID_38888621,ASSY_CHEMBL5504408,cAMP,PAM_functional_cAMP,HEK293,acetylcholine,EC20,EC50,=,598.0,6.2233,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_cAMP; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.22 (generic negative-log potency)
ACT_25844282,MG00133,MG00133,1,1,single,single,7.7696,17.0,CM00243,PARENT0722,PMID_38888621,ASSY_CHEMBL5504461,calcium,PAM_functional_calcium,,acetylcholine,EC20,EC50,=,17.0,7.7696,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.77 (generic negative-log potency)
ACT_26030099,MG00159,MG00159,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.5825,2615.17,CM00298,PARENT0796,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,2600.0,5.585,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.58 (generic negative-log potency)
ACT_26030101,MG00439,MG00439,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.2296,5893.86,CM00820,PARENT0798,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,5900.0,5.2291,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.23 (generic negative-log potency)
ACT_26030102,MG00096,MG00096,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.5093,3095.28,CM00170,PARENT0799,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,3100.0,5.5086,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.51 (generic negative-log potency)
ACT_26030103,MG00467,MG00467,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.7206,1902.83,CM00857,PARENT0800,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,1900.0,5.7212,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.72 (generic negative-log potency)
ACT_26030104,MG00200,MG00200,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.822,1506.61,CM00375,PARENT0801,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,1500.0,5.8239,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.82 (generic negative-log potency)
ACT_26030105,MG00416,MG00416,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.9154,1215.07,CM00766,PARENT0802,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,1200.0,5.9208,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.92 (generic negative-log potency)
ACT_26030106,MG00335,MG00335,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.1304,740.63,CM00622,PARENT0803,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,740.0,6.1308,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.13 (generic negative-log potency)
ACT_26030107,MG00011,MG00011,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.1304,740.63,CM00023,PARENT0804,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,740.0,6.1308,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.13 (generic negative-log potency)
ACT_26030108,MG00113,MG00113,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,7.1413,72.23,CM00205,PARENT0805,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,72.0,7.1427,Homo sapiens,yes,yes,yes,,,PARENT0805:confirmed,human_identity_decisions.jsonl:PARENT0805,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.14 (generic negative-log potency)
ACT_26030110,MG00338,MG00338,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.601,2506.11,CM00627,PARENT0807,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,2500.0,5.6021,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.6 (generic negative-log potency)
ACT_26030111,MG00154,MG00154,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.9254,1187.41,CM00292,PARENT0808,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,1200.0,5.9208,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.92 (generic negative-log potency)
ACT_26030112,MG00076,MG00076,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.817,1524.05,CM00131,PARENT0809,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,1500.0,5.8239,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.82 (generic negative-log potency)
ACT_26030113,MG00221,MG00221,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.8569,1390.27,CM00411,PARENT0810,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,1400.0,5.8539,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.85 (generic negative-log potency)
ACT_26030114,MG00163,MG00163,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,5.8704,1347.72,CM00310,PARENT0811,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,1200.0,5.9208,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.92 (generic negative-log potency)
ACT_26030115,MG00063,MG00063,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.1575,695.82,CM00113,PARENT0812,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,700.0,6.1549,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.16 (generic negative-log potency)
ACT_26030116,MG00268,MG00268,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.2209,601.31,CM00485,PARENT0813,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,600.0,6.2218,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.22 (generic negative-log potency)
ACT_26030117,MG00170,MG00170,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.2296,589.39,CM00321,PARENT0814,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,590.0,6.2291,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.23 (generic negative-log potency)
ACT_26030118,MG00183,MG00183,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.394,403.65,CM00340,PARENT0815,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,400.0,6.3979,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.4 (generic negative-log potency)
ACT_26030119,MG00168,MG00168,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.4418,361.58,CM00319,PARENT0816,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,360.0,6.4437,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.44 (generic negative-log potency)
ACT_26030120,MG00217,MG00217,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.4418,361.58,CM00405,PARENT0817,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,360.0,6.4437,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.44 (generic negative-log potency)
ACT_26030121,MG00143,MG00143,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.4469,357.36,CM00267,PARENT0818,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,360.0,6.4437,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.44 (generic negative-log potency)
ACT_26030122,MG00355,MG00355,2,2,rounding_or_pEC50_conversion_duplicate,log_mean_pEC50,6.4924,321.81,CM00657,PARENT0819,PMID_39140069,ASSY_CHEMBL5582321,calcium,PAM_functional_calcium,CHO,acetylcholine,,EC50,=,320.0,6.4949,Homo sapiens,yes,yes,yes,,,,,,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.5 (generic negative-log potency)
