canonical_molecule_id,canonical_inchikey,canonical_smiles,canonical_inchi,identity_status,canonical_representative_parent_id,all_parent_ids,all_chembl_ids,all_names,all_aliases,identity_decision,identity_decision_provenance,member_notes,modeling_eligibility_note,collision_report
CM00431,MNPAUPZTLSHYKE-UHFFFAOYSA-N,Cc1cc(C)c2c(C)c(C(=O)NCc3ccc4c(c3)OCCO4)sc2n1,"InChI=1S/C20H20N2O3S/c1-11-8-12(2)22-20-17(11)13(3)18(26-20)19(23)21-10-14-4-5-15-16(9-14)25-7-6-24-15/h4-5,8-9H,6-7,10H2,1-3H3,(H,21,23)",confirmed_structure,PARENT0487,PARENT0487,CHEMBL4467950,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0487:chembl=CHEMBL4467950,class=weak_PAM",,
CM00432,MNWISPRTXUGZPY-UHFFFAOYSA-N,COC(=O)CCCn1cc(-c2ccc(C)nc2-c2ccc3c(c2)C(=O)N(C)C3)cn1,"InChI=1S/C23H24N4O3/c1-15-6-9-19(18-12-24-27(14-18)10-4-5-21(28)30-3)22(25-15)16-7-8-17-13-26(2)23(29)20(17)11-16/h6-9,11-12,14H,4-5,10,13H2,1-3H3",confirmed_structure,PARENT0754,PARENT0754,CHEMBL5556065,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0754:chembl=CHEMBL5556065,class=pure_PAM",,
CM00433,MODRYSIXJYOOKZ-UHFFFAOYSA-N,COc1ccc(C)c2sc(NC(=O)c3ccc(F)cc3F)nc12,"InChI=1S/C16H12F2N2O2S/c1-8-3-6-12(22-2)13-14(8)23-16(19-13)20-15(21)10-5-4-9(17)7-11(10)18/h3-7H,1-2H3,(H,19,20,21)",confirmed_structure,PARENT0128,PARENT0128,CHEMBL2057397,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0128:chembl=CHEMBL2057397,class=other_context",,
CM00434,MOLTYWVGQYOGSP-UHFFFAOYSA-N,N#Cc1cnc2ccc(F)cc2c1N1CCC(C(=O)Nc2ccncn2)CC1,"InChI=1S/C20H17FN6O/c21-15-1-2-17-16(9-15)19(14(10-22)11-24-17)27-7-4-13(5-8-27)20(28)26-18-3-6-23-12-25-18/h1-3,6,9,11-13H,4-5,7-8H2,(H,23,25,26,28)",confirmed_structure,PARENT0388,PARENT0388,CHEMBL4103312,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0388:chembl=CHEMBL4103312,class=pure_PAM",,
CM00435,MOYCLLOHYWIPFT-UHFFFAOYSA-N,Cc1c(Cl)cnc2sc3c(N4CC(C#N)C4)ncnc3c12,"InChI=1S/C14H10ClN5S/c1-7-9(15)3-17-14-10(7)11-12(21-14)13(19-6-18-11)20-4-8(2-16)5-20/h3,6,8H,4-5H2,1H3",confirmed_structure,PARENT0827,PARENT0827,CHEMBL5594533,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0827:chembl=CHEMBL5594533,class=pure_PAM",,
CM00436,MPKRVNWGGQKMHJ-UHFFFAOYSA-N,COc1cc(N2CC(Nc3ncnc4c3ccc3nnn(C)c34)C2)c(Cl)cn1,"InChI=1S/C18H17ClN8O/c1-26-17-13(24-25-26)4-3-11-16(17)21-9-22-18(11)23-10-7-27(8-10)14-5-15(28-2)20-6-12(14)19/h3-6,9-10H,7-8H2,1-2H3,(H,21,22,23)",confirmed_structure,PARENT0611,PARENT0611,CHEMBL4635779,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0611:chembl=CHEMBL4635779,class=weak_PAM",,
CM00437,MPTIJTPREBALRS-UHFFFAOYSA-N,Cc1sc2ncnc(N3CCC(C(=O)N4CCCc5cc(S(C)(=O)=O)ccc54)CC3)c2c1C,"InChI=1S/C24H28N4O3S2/c1-15-16(2)32-23-21(15)22(25-14-26-23)27-11-8-17(9-12-27)24(29)28-10-4-5-18-13-19(33(3,30)31)6-7-20(18)28/h6-7,13-14,17H,4-5,8-12H2,1-3H3",confirmed_structure,PARENT0295,PARENT0295,CHEMBL3809378,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0295:chembl=CHEMBL3809378,class=pure_PAM",,
CM00438,MQEDJRTZGDOMKK-UHFFFAOYSA-N,Cc1cc(C)c2c(C)c(C(=O)NCc3ccc(OC(F)(F)F)cc3)sc2n1,"InChI=1S/C19H17F3N2O2S/c1-10-8-11(2)24-18-15(10)12(3)16(27-18)17(25)23-9-13-4-6-14(7-5-13)26-19(20,21)22/h4-8H,9H2,1-3H3,(H,23,25)",confirmed_structure,PARENT0489,PARENT0489,CHEMBL4536563,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0489:chembl=CHEMBL4536563,class=weak_PAM",,
CM00439,MQSCYYUEIMITFW-UHFFFAOYSA-N,COc1cccnc1C1CCN(C2CCCN(c3nncs3)CC2)CC1,"InChI=1S/C19H27N5OS/c1-25-17-5-2-9-20-18(17)15-6-11-23(12-7-15)16-4-3-10-24(13-8-16)19-22-21-14-26-19/h2,5,9,14-16H,3-4,6-8,10-13H2,1H3",confirmed_structure,PARENT0459,PARENT0459,CHEMBL4449297,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0459:chembl=CHEMBL4449297,class=inactive_tested",,
CM00440,MRVSBDFIQMERBM-UHFFFAOYSA-N,Cc1nc2sc3c(N4CCCCC4)nncc3c2c(C)c1Cl,"InChI=1S/C16H17ClN4S/c1-9-12-11-8-18-20-15(21-6-4-3-5-7-21)14(11)22-16(12)19-10(2)13(9)17/h8H,3-7H2,1-2H3",confirmed_structure,PARENT0831,PARENT0831,CHEMBL5594642,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0831:chembl=CHEMBL5594642,class=pure_PAM",,
CM00441,MSLABHAXZFFQGF-ZDUSSCGKSA-N,Cc1cc2nncn2c2sc(C(=O)N[C@H]3CCc4ccccc43)c(N)c12,"InChI=1S/C19H17N5OS/c1-10-8-14-23-21-9-24(14)19-15(10)16(20)17(26-19)18(25)22-13-7-6-11-4-2-3-5-12(11)13/h2-5,8-9,13H,6-7,20H2,1H3,(H,22,25)/t13-/m0/s1",confirmed_structure,PARENT0500,PARENT0500,CHEMBL4460701,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0500:chembl=CHEMBL4460701,class=pure_PAM",,
CM00442,MSORRDDTJRIGRY-UHFFFAOYSA-N,Cc1c2c(ccc3c(NC4CN(c5cc(Cl)ncc5Cl)C4)ncnc32)nn1C,"InChI=1S/C19H17Cl2N7/c1-10-17-14(26-27(10)2)4-3-12-18(17)23-9-24-19(12)25-11-7-28(8-11)15-5-16(21)22-6-13(15)20/h3-6,9,11H,7-8H2,1-2H3,(H,23,24,25)",confirmed_structure,PARENT0621,PARENT0621,CHEMBL4642055,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0621:chembl=CHEMBL4642055,class=pure_PAM",,
CM00443,MUNDLPGVHDSNMZ-UHFFFAOYSA-N,COc1ccc(CNc2n[nH]c3c2sc2nc(C)cc(C)c23)cc1,"InChI=1S/C18H18N4OS/c1-10-8-11(2)20-18-14(10)15-16(24-18)17(22-21-15)19-9-12-4-6-13(23-3)7-5-12/h4-8H,9H2,1-3H3,(H2,19,21,22)",confirmed_structure,PARENT0480,PARENT0480,CHEMBL4458842,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0480:chembl=CHEMBL4458842,class=weak_PAM",,
CM00444,MUQUYTSLDVKIOF-BAURZYLOSA-N,C=CC[N+]12CC[C@@]34c5ccccc5N5/C=C6/[C@H]7C[C@H]8[C@@]9(CC[N@@+]8(CC=C)C/C7=C/CO)c7ccccc7N(/C=C(/[C@@H](C[C@@H]31)/C(=C\CO)C2)[C@H]54)[C@@H]69,"InChI=1S/C44H50N4O2/c1-3-17-47-19-15-43-35-9-5-7-11-37(35)45-26-34-32-24-40-44(16-20-48(40,18-4-2)28-30(32)14-22-50)36-10-6-8-12-38(36)46(42(34)44)25-33(41(43)45)31(23-39(43)47)29(27-47)13-21-49/h3-14,25-26,31-32,39-42,49-50H,1-2,15-24,27-28H2/q+2/b29-13-,30-14-,33-25-,34-26-/t31-,32-,39-,40-,41-,42-,43+,44+,47-,48?/m0/s1",confirmed_structure,PARENT0045,PARENT0045,CHEMBL1180293,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0045:chembl=CHEMBL1180293,class=other_context",,
CM00445,MURWRZCVSCJRCI-UHFFFAOYSA-N,Cc1ccc(-c2cnn(CCCCC(=O)O)c2)c(-c2ccc3c(c2)C(=O)N(C)C3)n1,"InChI=1S/C23H24N4O3/c1-15-6-9-19(18-12-24-27(14-18)10-4-3-5-21(28)29)22(25-15)16-7-8-17-13-26(2)23(30)20(17)11-16/h6-9,11-12,14H,3-5,10,13H2,1-2H3,(H,28,29)",confirmed_structure,PARENT0768,PARENT0768,CHEMBL5568417,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0768:chembl=CHEMBL5568417,class=pure_PAM",,
CM00446,MVJOJIBFQPFEIO-UHFFFAOYSA-N,CCCCCCOc1nc2sc(C(=O)NC3CC3)c(N)c2c(C)c1Cl,"InChI=1S/C18H24ClN3O2S/c1-3-4-5-6-9-24-17-13(19)10(2)12-14(20)15(25-18(12)22-17)16(23)21-11-7-8-11/h11H,3-9,20H2,1-2H3,(H,21,23)",confirmed_structure,PARENT0271,PARENT0271,CHEMBL3770397,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0271:chembl=CHEMBL3770397,class=pure_PAM",,
CM00447,MVPONTDPEZTSBW-UHFFFAOYSA-N,CN1Cc2ccc(-c3nccnc3-c3cnn(CC4CCCC4)c3)cc2C1=O,"InChI=1S/C22H23N5O/c1-26-13-17-7-6-16(10-19(17)22(26)28)20-21(24-9-8-23-20)18-11-25-27(14-18)12-15-4-2-3-5-15/h6-11,14-15H,2-5,12-13H2,1H3",confirmed_structure,PARENT0865,PARENT0865,CHEMBL5625080,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0865:chembl=CHEMBL5625080,class=pure_PAM",,
CM00448,MVRPGBDUYQGYFE-UHFFFAOYSA-N,O=C(O)c1cn(Cc2ccc(-c3ccccc3)cc2)c2cnccc2c1=O,"InChI=1S/C22H16N2O3/c25-21-18-10-11-23-12-20(18)24(14-19(21)22(26)27)13-15-6-8-17(9-7-15)16-4-2-1-3-5-16/h1-12,14H,13H2,(H,26,27)",confirmed_structure,PARENT0065,PARENT0065,CHEMBL1092849,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0065:chembl=CHEMBL1092849,class=other_context",,
CM00449,MWEOEIIPYCNVIG-UHFFFAOYSA-N,Cc1nc2cc(C)c3c(N)c(C(=O)NC4CN(c5ncc(C(F)(F)F)cn5)C4)sc3n2n1,"InChI=1S/C19H17F3N8OS/c1-8-3-12-26-9(2)28-30(12)17-13(8)14(23)15(32-17)16(31)27-11-6-29(7-11)18-24-4-10(5-25-18)19(20,21)22/h3-5,11H,6-7,23H2,1-2H3,(H,27,31)",confirmed_structure,PARENT0527,PARENT0527,CHEMBL4533701,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0527:chembl=CHEMBL4533701,class=pure_PAM",,
CM00450,MWIRCYNNEJUTJA-UHFFFAOYSA-N,N#Cc1cnc2ccc(F)cc2c1N1CCC(C(=O)Nc2ccc(F)c(F)c2)CC1,"InChI=1S/C22H17F3N4O/c23-15-1-4-20-17(9-15)21(14(11-26)12-27-20)29-7-5-13(6-8-29)22(30)28-16-2-3-18(24)19(25)10-16/h1-4,9-10,12-13H,5-8H2,(H,28,30)",confirmed_structure,PARENT0391,PARENT0391,CHEMBL4075147,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0391:chembl=CHEMBL4075147,class=pure_PAM",,
CM00451,MYKGURFEIWWUMD-UHFFFAOYSA-N,Cc1nnc2sc(C(=O)NC3CN(c4ccc(S(=O)(=O)C(F)F)cc4)C3)c(N)c2c1C,"InChI=1S/C19H19F2N5O3S2/c1-9-10(2)24-25-18-14(9)15(22)16(30-18)17(27)23-11-7-26(8-11)12-3-5-13(6-4-12)31(28,29)19(20)21/h3-6,11,19H,7-8,22H2,1-2H3,(H,23,27)",confirmed_structure,PARENT0336,PARENT0336,CHEMBL4104561,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0336:chembl=CHEMBL4104561,class=pure_PAM",,
CM00452,NBKYNQXJQOYCAD-UHFFFAOYSA-N,Cc1cc(C)c2c(N)c(C(O)c3ccncc3)sc2n1,"InChI=1S/C15H15N3OS/c1-8-7-9(2)18-15-11(8)12(16)14(20-15)13(19)10-3-5-17-6-4-10/h3-7,13,19H,16H2,1-2H3",confirmed_structure,PARENT0558,PARENT0558,CHEMBL4549412,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0558:chembl=CHEMBL4549412,class=inactive_tested",,
CM00453,NBNYOARIZPPLRV-UHFFFAOYSA-N,Cc1cc(C)c2c(n1)CN(C(=O)NC1CN(c3cccnc3)C1)C2,"InChI=1S/C18H21N5O/c1-12-6-13(2)20-17-11-23(10-16(12)17)18(24)21-14-8-22(9-14)15-4-3-5-19-7-15/h3-7,14H,8-11H2,1-2H3,(H,21,24)",confirmed_structure,PARENT0738,PARENT0738,CHEMBL5555814,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0738:chembl=CHEMBL5555814,class=pure_PAM",,
CM00454,NBRQIETWIVDBOX-UHFFFAOYSA-N,Cc1nnc2sc(C(=O)NCc3ccc(-c4cncc(F)c4)cc3)c(N)c2c1C,"InChI=1S/C21H18FN5OS/c1-11-12(2)26-27-21-17(11)18(23)19(29-21)20(28)25-8-13-3-5-14(6-4-13)15-7-16(22)10-24-9-15/h3-7,9-10H,8,23H2,1-2H3,(H,25,28)",confirmed_structure,PARENT0331,PARENT0331,CHEMBL4084063,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0331:chembl=CHEMBL4084063,class=pure_PAM",,
CM00455,NBRWIZIJDNMSNB-UHFFFAOYSA-N,COc1cc2c3c4c(c(COC(C)=O)c5c3n(c2cc1OC)C(=O)CC5)CNCC4,"InChI=1S/C23H24N2O5/c1-12(26)30-11-17-14-4-5-21(27)25-18-9-20(29-3)19(28-2)8-15(18)22(23(14)25)13-6-7-24-10-16(13)17/h8-9,24H,4-7,10-11H2,1-3H3",confirmed_structure,PARENT0011,PARENT0011,CHEMBL23800,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0011:chembl=CHEMBL23800,class=other_context",,
CM00456,NDTJGQYLIULFNC-UHFFFAOYSA-N,Cc1nnc2sc(C(=O)NCc3cccc(-c4ccccc4)c3)c(N)c2c1C,"InChI=1S/C22H20N4OS/c1-13-14(2)25-26-22-18(13)19(23)20(28-22)21(27)24-12-15-7-6-10-17(11-15)16-8-4-3-5-9-16/h3-11H,12,23H2,1-2H3,(H,24,27)",confirmed_structure,PARENT0319,PARENT0319,CHEMBL4069641,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0319:chembl=CHEMBL4069641,class=weak_PAM",,
CM00457,NDYXJIIDZGSVGA-UHFFFAOYSA-N,COc1ccc(CNC(=O)c2sc3nc(C)cc(C)c3c2N)c(F)c1F,"InChI=1S/C18H17F2N3O2S/c1-8-6-9(2)23-18-12(8)15(21)16(26-18)17(24)22-7-10-4-5-11(25-3)14(20)13(10)19/h4-6H,7,21H2,1-3H3,(H,22,24)",confirmed_structure,PARENT0251,PARENT0251,CHEMBL2435362,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0251:chembl=CHEMBL2435362,class=pure_PAM",,
CM00458,NESYBDNWKKLCGP-QFBILLFUSA-N,Cc1cc2c(nc1N1CC[C@@H](Oc3ccc4c(cnn4C)c3)[C@@H](F)C1)CNC2=O,"InChI=1S/C21H22FN5O2/c1-12-7-15-17(10-23-21(15)28)25-20(12)27-6-5-19(16(22)11-27)29-14-3-4-18-13(8-14)9-24-26(18)2/h3-4,7-9,16,19H,5-6,10-11H2,1-2H3,(H,23,28)/t16-,19+/m0/s1",confirmed_structure,PARENT0442,PARENT0442,CHEMBL4208543,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0442:chembl=CHEMBL4208543,class=pure_PAM",,
CM00459,NEXBYHXGJFLSRF-UHFFFAOYSA-N,Cc1sc2ncnc(N3CCC(C(=O)N4CCSCC4)CC3)c2c1C,"InChI=1S/C18H24N4OS2/c1-12-13(2)25-17-15(12)16(19-11-20-17)21-5-3-14(4-6-21)18(23)22-7-9-24-10-8-22/h11,14H,3-10H2,1-2H3",confirmed_structure,PARENT0294,PARENT0294,CHEMBL3809482,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0294:chembl=CHEMBL3809482,class=pure_PAM",,
CM00460,NGDGBTFZVXCAFR-UHFFFAOYSA-N,Cc1ncc(-c2cnn(CC3CCCC3)c2)c(-c2ccc3c(c2)C(=O)N(C)C3)n1,"InChI=1S/C23H25N5O/c1-15-24-11-21(19-10-25-28(14-19)12-16-5-3-4-6-16)22(26-15)17-7-8-18-13-27(2)23(29)20(18)9-17/h7-11,14,16H,3-6,12-13H2,1-2H3",confirmed_structure,PARENT0781,PARENT0781,CHEMBL5567519,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0781:chembl=CHEMBL5567519,class=pure_PAM",,
CM00461,NGHJNYKOMAXVNF-UHFFFAOYSA-N,O=C(O)c1cn(Cc2ccc(-c3ccccc3)cc2)c2nsnc2c1=O,"InChI=1S/C19H13N3O3S/c23-17-15(19(24)25)11-22(18-16(17)20-26-21-18)10-12-6-8-14(9-7-12)13-4-2-1-3-5-13/h1-9,11H,10H2,(H,24,25)",confirmed_structure,PARENT0072,PARENT0072,CHEMBL1090105,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0072:chembl=CHEMBL1090105,class=other_context",,
CM00462,NHDATPWRJVYWLV-UHFFFAOYSA-N,COc1cc(N2CC(NC(=O)c3ccc4onc(C)c4c3)C2)c(Cl)cn1,"InChI=1S/C18H17ClN4O3/c1-10-13-5-11(3-4-16(13)26-22-10)18(24)21-12-8-23(9-12)15-6-17(25-2)20-7-14(15)19/h3-7,12H,8-9H2,1-2H3,(H,21,24)",confirmed_structure,PARENT0592,PARENT0592,CHEMBL4638764,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0592:chembl=CHEMBL4638764,class=other_context",,
CM00463,NHTPBIHSYIQCFC-UHFFFAOYSA-N,Cc1nnc2sc(C(=O)NC3CN(c4cncnc4)C3)c(N)c2c1C,"InChI=1S/C16H17N7OS/c1-8-9(2)21-22-16-12(8)13(17)14(25-16)15(24)20-10-5-23(6-10)11-3-18-7-19-4-11/h3-4,7,10H,5-6,17H2,1-2H3,(H,20,24)",confirmed_structure,PARENT0353,PARENT0353,CHEMBL4070423,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0353:chembl=CHEMBL4070423,class=pure_PAM",,
CM00464,NIBXYCPGJHMYRX-UHFFFAOYSA-N,COc1ccc(CNC(=O)c2cc3c(C)cc(C)nc3s2)cc1,"InChI=1S/C18H18N2O2S/c1-11-8-12(2)20-18-15(11)9-16(23-18)17(21)19-10-13-4-6-14(22-3)7-5-13/h4-9H,10H2,1-3H3,(H,19,21)",confirmed_structure,PARENT0460,PARENT0460,CHEMBL4547995,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0460:chembl=CHEMBL4547995,class=weak_PAM",,
CM00465,NIFCIMBMICQYJQ-UHFFFAOYSA-N,Cc1nc2sc(C(=O)NC3CCOCC3)c(N)c2c(C)c1Cl,"InChI=1S/C15H18ClN3O2S/c1-7-10-12(17)13(22-15(10)18-8(2)11(7)16)14(20)19-9-3-5-21-6-4-9/h9H,3-6,17H2,1-2H3,(H,19,20)",confirmed_structure,PARENT0200,PARENT0200,CHEMBL2313370,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0200:chembl=CHEMBL2313370,class=pure_PAM",,
CM00466,NJFSTRIFWJDZKD-UHFFFAOYSA-N,Cc1c2ccc(C(=O)NC3CN(c4cc(Cl)ncc4Cl)C3)cc2nn1C,"InChI=1S/C18H17Cl2N5O/c1-10-13-4-3-11(5-15(13)23-24(10)2)18(26)22-12-8-25(9-12)16-6-17(20)21-7-14(16)19/h3-7,12H,8-9H2,1-2H3,(H,22,26)",confirmed_structure,PARENT0577,PARENT0577,CHEMBL4633152,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0577:chembl=CHEMBL4633152,class=pure_PAM",,
CM00467,NLBWOJVRNZGBAP-UHFFFAOYSA-N,Cc1nnc2sc(C(=O)NCc3ccc(-c4ccncc4)cc3)c(N)c2c1C,"InChI=1S/C21H19N5OS/c1-12-13(2)25-26-21-17(12)18(22)19(28-21)20(27)24-11-14-3-5-15(6-4-14)16-7-9-23-10-8-16/h3-10H,11,22H2,1-2H3,(H,24,27)",confirmed_structure,PARENT0323,PARENT0323,CHEMBL4070692,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0323:chembl=CHEMBL4070692,class=pure_PAM",,
CM00468,NLPSMTDJQAEISO-UHFFFAOYSA-N,Cc1nc2sc3c(NCc4ccc(F)cc4)nn(C)c3c2c(C)c1Cl,"InChI=1S/C18H16ClFN4S/c1-9-13-15-16(25-18(13)22-10(2)14(9)19)17(23-24(15)3)21-8-11-4-6-12(20)7-5-11/h4-7H,8H2,1-3H3,(H,21,23)",confirmed_structure,PARENT0472,PARENT0472,CHEMBL4524698,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0472:chembl=CHEMBL4524698,class=weak_PAM",,
CM00469,NMAYEYYZQUDBNY-UHFFFAOYSA-N,Cc1nnc2sc(C(=O)NCc3ccccc3Br)c(N)c2c1C,"InChI=1S/C16H15BrN4OS/c1-8-9(2)20-21-16-12(8)13(18)14(23-16)15(22)19-7-10-5-3-4-6-11(10)17/h3-6H,7,18H2,1-2H3,(H,19,22)",confirmed_structure,PARENT0315,PARENT0315,CHEMBL4092896,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0315:chembl=CHEMBL4092896,class=weak_PAM",,
CM00470,NNHDUKMWAHHKKT-UHFFFAOYSA-N,COc1ccccc1C1CN(C(=O)c2sc3nnc(C)c(C)c3c2N)C1,"InChI=1S/C19H20N4O2S/c1-10-11(2)21-22-18-15(10)16(20)17(26-18)19(24)23-8-12(9-23)13-6-4-5-7-14(13)25-3/h4-7,12H,8-9,20H2,1-3H3",confirmed_structure,PARENT0403,PARENT0403,CHEMBL4209311,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0403:chembl=CHEMBL4209311,class=weak_PAM",,
CM00471,NOUNEXHFFXFPGZ-UHFFFAOYSA-N,Cc1nnc2sc(C(=O)NC3CN(c4cccnc4F)C3)c(N)c2c1C,"InChI=1S/C17H17FN6OS/c1-8-9(2)22-23-17-12(8)13(19)14(26-17)16(25)21-10-6-24(7-10)11-4-3-5-20-15(11)18/h3-5,10H,6-7,19H2,1-2H3,(H,21,25)",confirmed_structure,PARENT0351,PARENT0351,CHEMBL4101054,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0351:chembl=CHEMBL4101054,class=pure_PAM",,
CM00472,NPKFERPNWIWHSE-UHFFFAOYSA-N,Cc1nc2sc3c(N4CC5CC5C4)nncc3c2c(C)c1Cl,"InChI=1S/C16H15ClN4S/c1-7-12-11-4-18-20-15(21-5-9-3-10(9)6-21)14(11)22-16(12)19-8(2)13(7)17/h4,9-10H,3,5-6H2,1-2H3",confirmed_structure,PARENT0832,PARENT0832,CHEMBL5595063,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0832:chembl=CHEMBL5595063,class=pure_PAM",,
CM00473,NQASDSUCDKRWCR-UHFFFAOYSA-N,Cc1ncc(CNc2ncnc3c2sc2nc(C)c(Cl)c(C)c23)cn1,"InChI=1S/C17H15ClN6S/c1-8-12-14-15(25-17(12)24-9(2)13(8)18)16(23-7-22-14)21-6-11-4-19-10(3)20-5-11/h4-5,7H,6H2,1-3H3,(H,21,22,23)",confirmed_structure,PARENT0795,PARENT0795,CHEMBL5590044,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0795:chembl=CHEMBL5590044,class=weak_PAM",,
CM00474,NSELTLNRXBZSCP-UHFFFAOYSA-N,O=C1CCc2cc3c(c4c5cc(CN6CCOCC6)ccc5n1c24)CCNC3,"InChI=1S/C23H25N3O2/c27-21-4-2-16-12-17-13-24-6-5-18(17)22-19-11-15(14-25-7-9-28-10-8-25)1-3-20(19)26(21)23(16)22/h1,3,11-12,24H,2,4-10,13-14H2",confirmed_structure,PARENT0024,PARENT0024,CHEMBL26503,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0024:chembl=CHEMBL26503,class=other_context",,
CM00475,NSJFEECPDMUZHS-UHFFFAOYSA-N,Cc1cc(C)c2c(N)c(C(=O)CCc3ccncc3)sc2n1,"InChI=1S/C17H17N3OS/c1-10-9-11(2)20-17-14(10)15(18)16(22-17)13(21)4-3-12-5-7-19-8-6-12/h5-9H,3-4,18H2,1-2H3",confirmed_structure,PARENT0542,PARENT0542,CHEMBL4524555,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0542:chembl=CHEMBL4524555,class=pure_PAM",,
CM00476,NTBROVLZEZVLSV-UHFFFAOYSA-N,Cc1c2c(ccc3c(CC(C)(C)C)ncnc32)nn1C,"InChI=1S/C16H20N4/c1-10-14-12(19-20(10)5)7-6-11-13(8-16(2,3)4)17-9-18-15(11)14/h6-7,9H,8H2,1-5H3",confirmed_structure,PARENT0630,PARENT0630,CHEMBL4635539,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0630:chembl=CHEMBL4635539,class=pure_PAM",,
CM00477,NTFQALZEJYLCFF-UHFFFAOYSA-N,COc1cc(F)c(CNC(=O)c2sc3nc(C)cc(C)c3c2N)cc1F,"InChI=1S/C18H17F2N3O2S/c1-8-4-9(2)23-18-14(8)15(21)16(26-18)17(24)22-7-10-5-12(20)13(25-3)6-11(10)19/h4-6H,7,21H2,1-3H3,(H,22,24)",confirmed_structure,PARENT0237,PARENT0237,CHEMBL2435363,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0237:chembl=CHEMBL2435363,class=other_context",,
CM00478,NTSGKVHAEUVGFX-UHFFFAOYSA-N,Cc1nnc2sc(C(=O)NC3CN(c4cncc(F)c4)C3)c(N)c2c1C,"InChI=1S/C17H17FN6OS/c1-8-9(2)22-23-17-13(8)14(19)15(26-17)16(25)21-11-6-24(7-11)12-3-10(18)4-20-5-12/h3-5,11H,6-7,19H2,1-2H3,(H,21,25)",confirmed_structure,PARENT0347,PARENT0347,CHEMBL4104144,,,,human_audit/label_blind_primary_review_001/human_identity_decisions.jsonl,"PARENT0347:chembl=CHEMBL4104144,class=pure_PAM",,
